route,period,passengers,month_num,quarter,time_index,lag_1,lag_2,lag_3,rolling_mean_3,month_sin,month_cos,is_eid_holiday,is_school_year_end,is_year_end_holiday
4B,2025-04-01,12506.0,4,2,28,11487.0,16460.0,15158.0,14368.333333333334,0.8660254037844387,-0.4999999999999998,1,0,0
4B,2025-05-01,16013.0,5,2,29,12506.0,11487.0,16460.0,13484.333333333334,0.4999999999999999,-0.8660254037844387,0,0,0
4B,2025-06-01,13094.0,6,2,30,16013.0,12506.0,11487.0,13335.333333333334,1.2246467991473532e-16,-1.0,0,1,0
4B,2025-07-01,12921.0,7,3,31,13094.0,16013.0,12506.0,13871.0,-0.4999999999999997,-0.8660254037844388,0,1,0
4B,2025-08-01,13461.0,8,3,32,12921.0,13094.0,16013.0,14009.333333333334,-0.8660254037844384,-0.5000000000000004,0,0,0
4B,2025-09-01,15163.0,9,3,33,13461.0,12921.0,13094.0,13158.666666666666,-1.0,-1.8369701987210294e-16,0,0,0
4B,2025-10-01,16399.0,10,4,34,15163.0,13461.0,12921.0,13848.333333333334,-0.8660254037844386,0.5000000000000001,0,0,0
4B,2025-11-01,16521.0,11,4,35,16399.0,15163.0,13461.0,15007.666666666666,-0.5000000000000004,0.8660254037844384,0,0,0
4B,2025-12-01,29395.0,12,4,36,16521.0,16399.0,15163.0,16027.666666666666,-2.4492935982947064e-16,1.0,0,0,1
5A,2023-01-01,8789.0,1,1,1,,,,,0.4999999999999999,0.8660254037844387,0,0,0
5A,2023-02-01,8438.0,2,1,2,8789.0,,,,0.8660254037844386,0.5000000000000001,0,0,0
5A,2023-03-01,9121.0,3,1,3,8438.0,8789.0,,,1.0,6.123233995736766e-17,0,0,0
5A,2023-04-01,6785.0,4,2,4,9121.0,8438.0,8789.0,8782.666666666666,0.8660254037844387,-0.4999999999999998,1,0,0
5A,2023-05-01,8965.0,5,2,5,6785.0,9121.0,8438.0,8114.666666666667,0.4999999999999999,-0.8660254037844387,0,0,0
5A,2023-06-01,7856.0,6,2,6,8965.0,6785.0,9121.0,8290.333333333334,1.2246467991473532e-16,-1.0,0,1,0
5A,2023-07-01,9520.0,7,3,7,7856.0,8965.0,6785.0,7868.666666666667,-0.4999999999999997,-0.8660254037844388,0,1,0
5A,2023-08-01,11341.0,8,3,8,9520.0,7856.0,8965.0,8780.333333333334,-0.8660254037844384,-0.5000000000000004,0,0,0
5A,2023-09-01,11868.0,9,3,9,11341.0,9520.0,7856.0,9572.333333333334,-1.0,-1.8369701987210294e-16,0,0,0
5A,2023-10-01,12143.0,10,4,10,11868.0,11341.0,9520.0,10909.666666666666,-0.8660254037844386,0.5000000000000001,0,0,0
5A,2023-11-01,12819.0,11,4,11,12143.0,11868.0,11341.0,11784.0,-0.5000000000000004,0.8660254037844384,0,0,0
5A,2023-12-01,12437.0,12,4,12,12819.0,12143.0,11868.0,12276.666666666666,-2.4492935982947064e-16,1.0,0,0,1
5A,2024-01-01,11348.0,1,1,13,12437.0,12819.0,12143.0,12466.333333333334,0.4999999999999999,0.8660254037844387,0,0,0
5A,2024-02-01,14711.0,2,1,14,11348.0,12437.0,12819.0,12201.333333333334,0.8660254037844386,0.5000000000000001,0,0,0
5A,2024-03-01,14847.0,3,1,15,14711.0,11348.0,12437.0,12832.0,1.0,6.123233995736766e-17,0,0,0
5A,2024-04-01,14206.0,4,2,16,14847.0,14711.0,11348.0,13635.333333333334,0.8660254037844387,-0.4999999999999998,1,0,0
5A,2024-05-01,15281.0,5,2,17,14206.0,14847.0,14711.0,14588.0,0.4999999999999999,-0.8660254037844387,0,0,0
5A,2024-06-01,14744.0,6,2,18,15281.0,14206.0,14847.0,14778.0,1.2246467991473532e-16,-1.0,0,1,0
5A,2024-07-01,15469.0,7,3,19,14744.0,15281.0,14206.0,14743.666666666666,-0.4999999999999997,-0.8660254037844388,0,1,0
5A,2024-08-01,16770.0,8,3,20,15469.0,14744.0,15281.0,15164.666666666666,-0.8660254037844384,-0.5000000000000004,0,0,0
5A,2024-09-01,16412.0,9,3,21,16770.0,15469.0,14744.0,15661.0,-1.0,-1.8369701987210294e-16,0,0,0
5A,2024-10-01,19084.0,10,4,22,16412.0,16770.0,15469.0,16217.0,-0.8660254037844386,0.5000000000000001,0,0,0
5A,2024-11-01,22533.0,11,4,23,19084.0,16412.0,16770.0,17422.0,-0.5000000000000004,0.8660254037844384,0,0,0
5A,2024-12-01,22533.0,12,4,24,22533.0,19084.0,16412.0,19343.0,-2.4492935982947064e-16,1.0,0,0,1
5A,2025-01-01,20772.0,1,1,25,22533.0,22533.0,19084.0,21383.33333333333,0.4999999999999999,0.8660254037844387,0,0,0
5A,2025-02-01,21298.0,2,1,26,20772.0,22533.0,22533.0,21946.0,0.8660254037844386,0.5000000000000001,0,0,0
5A,2025-03-01,22488.0,3,1,27,21298.0,20772.0,22533.0,21534.33333333333,1.0,6.123233995736766e-17,1,0,0
5A,2025-04-01,23994.0,4,2,28,22488.0,21298.0,20772.0,21519.33333333333,0.8660254037844387,-0.4999999999999998,1,0,0
5A,2025-05-01,23324.0,5,2,29,23994.0,22488.0,21298.0,22593.33333333333,0.4999999999999999,-0.8660254037844387,0,0,0
5A,2025-06-01,37209.0,6,2,30,23324.0,23994.0,22488.0,23268.666666666668,1.2246467991473532e-16,-1.0,0,1,0
5A,2025-07-01,30270.0,7,3,31,37209.0,23324.0,23994.0,28175.666666666668,-0.4999999999999997,-0.8660254037844388,0,1,0
5A,2025-08-01,29653.0,8,3,32,30270.0,37209.0,23324.0,30267.666666666668,-0.8660254037844384,-0.5000000000000004,0,0,0
5A,2025-09-01,31727.0,9,3,33,29653.0,30270.0,37209.0,32377.33333333333,-1.0,-1.8369701987210294e-16,0,0,0
5A,2025-10-01,33468.0,10,4,34,31727.0,29653.0,30270.0,30550.0,-0.8660254037844386,0.5000000000000001,0,0,0
5A,2025-11-01,32460.0,11,4,35,33468.0,31727.0,29653.0,31616.0,-0.5000000000000004,0.8660254037844384,0,0,0
5A,2025-12-01,29481.0,12,4,36,32460.0,33468.0,31727.0,32551.666666666668,-2.4492935982947064e-16,1.0,0,0,1
5B,2023-01-01,16319.0,1,1,1,,,,,0.4999999999999999,0.8660254037844387,0,0,0
5B,2023-02-01,16967.0,2,1,2,16319.0,,,,0.8660254037844386,0.5000000000000001,0,0,0
5B,2023-03-01,19090.0,3,1,3,16967.0,16319.0,,,1.0,6.123233995736766e-17,0,0,0
5B,2023-04-01,15152.0,4,2,4,19090.0,16967.0,16319.0,17458.666666666668,0.8660254037844387,-0.4999999999999998,1,0,0
5B,2023-05-01,20159.0,5,2,5,15152.0,19090.0,16967.0,17069.666666666668,0.4999999999999999,-0.8660254037844387,0,0,0
5B,2023-06-01,17650.0,6,2,6,20159.0,15152.0,19090.0,18133.666666666668,1.2246467991473532e-16,-1.0,0,1,0
5B,2023-07-01,20881.0,7,3,7,17650.0,20159.0,15152.0,17653.666666666668,-0.4999999999999997,-0.8660254037844388,0,1,0
5B,2023-08-01,22989.0,8,3,8,20881.0,17650.0,20159.0,19563.33333333333,-0.8660254037844384,-0.5000000000000004,0,0,0
5B,2023-09-01,24567.0,9,3,9,22989.0,20881.0,17650.0,20506.666666666668,-1.0,-1.8369701987210294e-16,0,0,0
5B,2023-10-01,25463.0,10,4,10,24567.0,22989.0,20881.0,22812.33333333333,-0.8660254037844386,0.5000000000000001,0,0,0
5B,2023-11-01,25090.0,11,4,11,25463.0,24567.0,22989.0,24339.666666666668,-0.5000000000000004,0.8660254037844384,0,0,0
5B,2023-12-01,25551.0,12,4,12,25090.0,25463.0,24567.0,25040.0,-2.4492935982947064e-16,1.0,0,0,1
5B,2024-01-01,22770.0,1,1,13,25551.0,25090.0,25463.0,25368.0,0.4999999999999999,0.8660254037844387,0,0,0
5B,2024-02-01,27868.0,2,1,14,22770.0,25551.0,25090.0,24470.33333333333,0.8660254037844386,0.5000000000000001,0,0,0
5B,2024-03-01,28394.0,3,1,15,27868.0,22770.0,25551.0,25396.33333333333,1.0,6.123233995736766e-17,0,0,0
5B,2024-04-01,24527.0,4,2,16,28394.0,27868.0,22770.0,26344.0,0.8660254037844387,-0.4999999999999998,1,0,0
5B,2024-05-01,28143.0,5,2,17,24527.0,28394.0,27868.0,26929.666666666668,0.4999999999999999,-0.8660254037844387,0,0,0
5B,2024-06-01,26460.0,6,2,18,28143.0,24527.0,28394.0,27021.33333333333,1.2246467991473532e-16,-1.0,0,1,0
5B,2024-07-01,28130.0,7,3,19,26460.0,28143.0,24527.0,26376.666666666668,-0.4999999999999997,-0.8660254037844388,0,1,0
5B,2024-08-01,30689.0,8,3,20,28130.0,26460.0,28143.0,27577.666666666668,-0.8660254037844384,-0.5000000000000004,0,0,0
5B,2024-09-01,31852.0,9,3,21,30689.0,28130.0,26460.0,28426.33333333333,-1.0,-1.8369701987210294e-16,0,0,0
5B,2024-10-01,33127.0,10,4,22,31852.0,30689.0,28130.0,30223.666666666668,-0.8660254037844386,0.5000000000000001,0,0,0
5B,2024-11-01,31061.0,11,4,23,33127.0,31852.0,30689.0,31889.33333333333,-0.5000000000000004,0.8660254037844384,0,0,0
5B,2024-12-01,37933.0,12,4,24,31061.0,33127.0,31852.0,32013.33333333333,-2.4492935982947064e-16,1.0,0,0,1
5B,2025-01-01,23836.0,1,1,25,37933.0,31061.0,33127.0,34040.333333333336,0.4999999999999999,0.8660254037844387,0,0,0
5B,2025-02-01,28030.0,2,1,26,23836.0,37933.0,31061.0,30943.33333333333,0.8660254037844386,0.5000000000000001,0,0,0
5B,2025-03-01,24482.0,3,1,27,28030.0,23836.0,37933.0,29933.0,1.0,6.123233995736766e-17,1,0,0
5B,2025-04-01,24532.0,4,2,28,24482.0,28030.0,23836.0,25449.33333333333,0.8660254037844387,-0.4999999999999998,1,0,0
5B,2025-05-01,25416.0,5,2,29,24532.0,24482.0,28030.0,25681.33333333333,0.4999999999999999,-0.8660254037844387,0,0,0
5B,2025-06-01,21705.0,6,2,30,25416.0,24532.0,24482.0,24810.0,1.2246467991473532e-16,-1.0,0,1,0
5B,2025-07-01,32124.0,7,3,31,21705.0,25416.0,24532.0,23884.33333333333,-0.4999999999999997,-0.8660254037844388,0,1,0
5B,2025-08-01,35688.0,8,3,32,32124.0,21705.0,25416.0,26415.0,-0.8660254037844384,-0.5000000000000004,0,0,0
5B,2025-09-01,24145.0,9,3,33,35688.0,32124.0,21705.0,29839.0,-1.0,-1.8369701987210294e-16,0,0,0
5B,2025-10-01,33581.0,10,4,34,24145.0,35688.0,32124.0,30652.33333333333,-0.8660254037844386,0.5000000000000001,0,0,0
5B,2025-11-01,28749.0,11,4,35,33581.0,24145.0,35688.0,31138.0,-0.5000000000000004,0.8660254037844384,0,0,0
5B,2025-12-01,27387.0,12,4,36,28749.0,33581.0,24145.0,28825.0,-2.4492935982947064e-16,1.0,0,0,1
6,2023-01-01,15678.0,1,1,1,,,,,0.4999999999999999,0.8660254037844387,0,0,0
6,2023-02-01,14559.0,2,1,2,15678.0,,,,0.8660254037844386,0.5000000000000001,0,0,0
6,2023-03-01,16488.0,3,1,3,14559.0,15678.0,,,1.0,6.123233995736766e-17,0,0,0
6,2023-04-01,11902.0,4,2,4,16488.0,14559.0,15678.0,15575.0,0.8660254037844387,-0.4999999999999998,1,0,0
6,2023-05-01,16383.0,5,2,5,11902.0,16488.0,14559.0,14316.333333333334,0.4999999999999999,-0.8660254037844387,0,0,0
6,2023-06-01,15214.0,6,2,6,16383.0,11902.0,16488.0,14924.333333333334,1.2246467991473532e-16,-1.0,0,1,0
6,2023-07-01,17083.0,7,3,7,15214.0,16383.0,11902.0,14499.666666666666,-0.4999999999999997,-0.8660254037844388,0,1,0
6,2023-08-01,18536.0,8,3,8,17083.0,15214.0,16383.0,16226.666666666666,-0.8660254037844384,-0.5000000000000004,0,0,0
6,2023-09-01,20463.0,9,3,9,18536.0,17083.0,15214.0,16944.333333333332,-1.0,-1.8369701987210294e-16,0,0,0
6,2023-10-01,29380.0,10,4,10,20463.0,18536.0,17083.0,18694.0,-0.8660254037844386,0.5000000000000001,0,0,0
6,2023-11-01,29077.0,11,4,11,29380.0,20463.0,18536.0,22793.0,-0.5000000000000004,0.8660254037844384,0,0,0
6,2023-12-01,35989.0,12,4,12,29077.0,29380.0,20463.0,26306.666666666668,-2.4492935982947064e-16,1.0,0,0,1
6,2024-01-01,30786.0,1,1,13,35989.0,29077.0,29380.0,31482.0,0.4999999999999999,0.8660254037844387,0,0,0
6,2024-02-01,41176.0,2,1,14,30786.0,35989.0,29077.0,31950.666666666668,0.8660254037844386,0.5000000000000001,0,0,0
6,2024-03-01,38148.0,3,1,15,41176.0,30786.0,35989.0,35983.666666666664,1.0,6.123233995736766e-17,0,0,0
6,2024-04-01,36149.0,4,2,16,38148.0,41176.0,30786.0,36703.333333333336,0.8660254037844387,-0.4999999999999998,1,0,0
6,2024-05-01,42005.0,5,2,17,36149.0,38148.0,41176.0,38491.0,0.4999999999999999,-0.8660254037844387,0,0,0
6,2024-06-01,38612.0,6,2,18,42005.0,36149.0,38148.0,38767.333333333336,1.2246467991473532e-16,-1.0,0,1,0
6,2024-07-01,43663.0,7,3,19,38612.0,42005.0,36149.0,38922.0,-0.4999999999999997,-0.8660254037844388,0,1,0
6,2024-08-01,43618.0,8,3,20,43663.0,38612.0,42005.0,41426.66666666666,-0.8660254037844384,-0.5000000000000004,0,0,0
6,2024-09-01,47767.0,9,3,21,43618.0,43663.0,38612.0,41964.333333333336,-1.0,-1.8369701987210294e-16,0,0,0
6,2024-10-01,46957.0,10,4,22,47767.0,43618.0,43663.0,45016.0,-0.8660254037844386,0.5000000000000001,0,0,0
6,2024-11-01,44748.0,11,4,23,46957.0,47767.0,43618.0,46114.0,-0.5000000000000004,0.8660254037844384,0,0,0
6,2024-12-01,46098.0,12,4,24,44748.0,46957.0,47767.0,46490.66666666666,-2.4492935982947064e-16,1.0,0,0,1
6,2025-01-01,40288.0,1,1,25,46098.0,44748.0,46957.0,45934.333333333336,0.4999999999999999,0.8660254037844387,0,0,0
6,2025-02-01,28997.0,2,1,26,40288.0,46098.0,44748.0,43711.333333333336,0.8660254037844386,0.5000000000000001,0,0,0
6,2025-03-01,24248.0,3,1,27,28997.0,40288.0,46098.0,38461.0,1.0,6.123233995736766e-17,1,0,0
6,2025-04-01,27187.0,4,2,28,24248.0,28997.0,40288.0,31177.666666666668,0.8660254037844387,-0.4999999999999998,1,0,0
6,2025-05-01,31988.0,5,2,29,27187.0,24248.0,28997.0,26810.666666666668,0.4999999999999999,-0.8660254037844387,0,0,0
6,2025-06-01,24904.0,6,2,30,31988.0,27187.0,24248.0,27807.666666666668,1.2246467991473532e-16,-1.0,0,1,0
6,2025-07-01,32638.0,7,3,31,24904.0,31988.0,27187.0,28026.33333333333,-0.4999999999999997,-0.8660254037844388,0,1,0
6,2025-08-01,33062.0,8,3,32,32638.0,24904.0,31988.0,29843.33333333333,-0.8660254037844384,-0.5000000000000004,0,0,0
6,2025-09-01,35096.0,9,3,33,33062.0,32638.0,24904.0,30201.33333333333,-1.0,-1.8369701987210294e-16,0,0,0
6,2025-10-01,37960.0,10,4,34,35096.0,33062.0,32638.0,33598.666666666664,-0.8660254037844386,0.5000000000000001,0,0,0
6,2025-11-01,43741.0,11,4,35,37960.0,35096.0,33062.0,35372.666666666664,-0.5000000000000004,0.8660254037844384,0,0,0
6,2025-12-01,36822.0,12,4,36,43741.0,37960.0,35096.0,38932.333333333336,-2.4492935982947064e-16,1.0,0,0,1
8,2023-01-01,25702.0,1,1,1,,,,,0.4999999999999999,0.8660254037844387,0,0,0
8,2023-02-01,22606.0,2,1,2,25702.0,,,,0.8660254037844386,0.5000000000000001,0,0,0
8,2023-03-01,23268.0,3,1,3,22606.0,25702.0,,,1.0,6.123233995736766e-17,0,0,0
8,2023-04-01,20537.0,4,2,4,23268.0,22606.0,25702.0,23858.666666666668,0.8660254037844387,-0.4999999999999998,1,0,0
8,2023-05-01,25397.0,5,2,5,20537.0,23268.0,22606.0,22137.0,0.4999999999999999,-0.8660254037844387,0,0,0
8,2023-06-01,23373.0,6,2,6,25397.0,20537.0,23268.0,23067.33333333333,1.2246467991473532e-16,-1.0,0,1,0
8,2023-07-01,27509.0,7,3,7,23373.0,25397.0,20537.0,23102.33333333333,-0.4999999999999997,-0.8660254037844388,0,1,0
8,2023-08-01,26050.0,8,3,8,27509.0,23373.0,25397.0,25426.33333333333,-0.8660254037844384,-0.5000000000000004,0,0,0
8,2023-09-01,27691.0,9,3,9,26050.0,27509.0,23373.0,25644.0,-1.0,-1.8369701987210294e-16,0,0,0
8,2023-10-01,27196.0,10,4,10,27691.0,26050.0,27509.0,27083.33333333333,-0.8660254037844386,0.5000000000000001,0,0,0
8,2023-11-01,26949.0,11,4,11,27196.0,27691.0,26050.0,26979.0,-0.5000000000000004,0.8660254037844384,0,0,0
8,2023-12-01,30254.0,12,4,12,26949.0,27196.0,27691.0,27278.666666666668,-2.4492935982947064e-16,1.0,0,0,1
8,2024-01-01,26454.0,1,1,13,30254.0,26949.0,27196.0,28133.0,0.4999999999999999,0.8660254037844387,0,0,0
8,2024-02-01,30554.0,2,1,14,26454.0,30254.0,26949.0,27885.666666666668,0.8660254037844386,0.5000000000000001,0,0,0
8,2024-03-01,27833.0,3,1,15,30554.0,26454.0,30254.0,29087.33333333333,1.0,6.123233995736766e-17,0,0,0
8,2024-04-01,26604.0,4,2,16,27833.0,30554.0,26454.0,28280.33333333333,0.8660254037844387,-0.4999999999999998,1,0,0
8,2024-05-01,30953.0,5,2,17,26604.0,27833.0,30554.0,28330.33333333333,0.4999999999999999,-0.8660254037844387,0,0,0
8,2024-06-01,29654.0,6,2,18,30953.0,26604.0,27833.0,28463.33333333333,1.2246467991473532e-16,-1.0,0,1,0
8,2024-07-01,32920.0,7,3,19,29654.0,30953.0,26604.0,29070.33333333333,-0.4999999999999997,-0.8660254037844388,0,1,0
8,2024-08-01,29407.0,8,3,20,32920.0,29654.0,30953.0,31175.666666666668,-0.8660254037844384,-0.5000000000000004,0,0,0
8,2024-09-01,31246.0,9,3,21,29407.0,32920.0,29654.0,30660.33333333333,-1.0,-1.8369701987210294e-16,0,0,0
8,2024-10-01,32526.0,10,4,22,31246.0,29407.0,32920.0,31191.0,-0.8660254037844386,0.5000000000000001,0,0,0
8,2024-11-01,30491.0,11,4,23,32526.0,31246.0,29407.0,31059.666666666668,-0.5000000000000004,0.8660254037844384,0,0,0
8,2024-12-01,35370.0,12,4,24,30491.0,32526.0,31246.0,31421.0,-2.4492935982947064e-16,1.0,0,0,1
8,2025-01-01,27852.0,1,1,25,35370.0,30491.0,32526.0,32795.666666666664,0.4999999999999999,0.8660254037844387,0,0,0
8,2025-02-01,28817.0,2,1,26,27852.0,35370.0,30491.0,31237.666666666668,0.8660254037844386,0.5000000000000001,0,0,0
8,2025-03-01,27957.0,3,1,27,28817.0,27852.0,35370.0,30679.666666666668,1.0,6.123233995736766e-17,1,0,0
8,2025-04-01,31191.0,4,2,28,27957.0,28817.0,27852.0,28208.666666666668,0.8660254037844387,-0.4999999999999998,1,0,0
8,2025-05-01,30633.0,5,2,29,31191.0,27957.0,28817.0,29321.666666666668,0.4999999999999999,-0.8660254037844387,0,0,0
8,2025-06-01,28056.0,6,2,30,30633.0,31191.0,27957.0,29927.0,1.2246467991473532e-16,-1.0,0,1,0
8,2025-07-01,41277.0,7,3,31,28056.0,30633.0,31191.0,29960.0,-0.4999999999999997,-0.8660254037844388,0,1,0
8,2025-08-01,42374.0,8,3,32,41277.0,28056.0,30633.0,33322.0,-0.8660254037844384,-0.5000000000000004,0,0,0
8,2025-09-01,42844.0,9,3,33,42374.0,41277.0,28056.0,37235.66666666666,-1.0,-1.8369701987210294e-16,0,0,0
8,2025-10-01,54373.0,10,4,34,42844.0,42374.0,41277.0,42165.0,-0.8660254037844386,0.5000000000000001,0,0,0
8,2025-11-01,49153.0,11,4,35,54373.0,42844.0,42374.0,46530.333333333336,-0.5000000000000004,0.8660254037844384,0,0,0
8,2025-12-01,57753.0,12,4,36,49153.0,54373.0,42844.0,48790.0,-2.4492935982947064e-16,1.0,0,0,1
9,2023-01-01,24362.0,1,1,1,,,,,0.4999999999999999,0.8660254037844387,0,0,0
9,2023-02-01,22407.0,2,1,2,24362.0,,,,0.8660254037844386,0.5000000000000001,0,0,0
9,2023-03-01,24105.0,3,1,3,22407.0,24362.0,,,1.0,6.123233995736766e-17,0,0,0
9,2023-04-01,20973.0,4,2,4,24105.0,22407.0,24362.0,23624.666666666668,0.8660254037844387,-0.4999999999999998,1,0,0
9,2023-05-01,26014.0,5,2,5,20973.0,24105.0,22407.0,22495.0,0.4999999999999999,-0.8660254037844387,0,0,0
9,2023-06-01,23300.0,6,2,6,26014.0,20973.0,24105.0,23697.33333333333,1.2246467991473532e-16,-1.0,0,1,0
9,2023-07-01,26776.0,7,3,7,23300.0,26014.0,20973.0,23429.0,-0.4999999999999997,-0.8660254037844388,0,1,0
9,2023-08-01,26354.0,8,3,8,26776.0,23300.0,26014.0,25363.33333333333,-0.8660254037844384,-0.5000000000000004,0,0,0
9,2023-09-01,27881.0,9,3,9,26354.0,26776.0,23300.0,25476.666666666668,-1.0,-1.8369701987210294e-16,0,0,0
9,2023-10-01,29157.0,10,4,10,27881.0,26354.0,26776.0,27003.666666666668,-0.8660254037844386,0.5000000000000001,0,0,0
9,2023-11-01,27332.0,11,4,11,29157.0,27881.0,26354.0,27797.33333333333,-0.5000000000000004,0.8660254037844384,0,0,0
9,2023-12-01,30743.0,12,4,12,27332.0,29157.0,27881.0,28123.33333333333,-2.4492935982947064e-16,1.0,0,0,1
9,2024-01-01,27560.0,1,1,13,30743.0,27332.0,29157.0,29077.33333333333,0.4999999999999999,0.8660254037844387,0,0,0
9,2024-02-01,28479.0,2,1,14,27560.0,30743.0,27332.0,28545.0,0.8660254037844386,0.5000000000000001,0,0,0
9,2024-03-01,29616.0,3,1,15,28479.0,27560.0,30743.0,28927.33333333333,1.0,6.123233995736766e-17,0,0,0
9,2024-04-01,29444.0,4,2,16,29616.0,28479.0,27560.0,28551.666666666668,0.8660254037844387,-0.4999999999999998,1,0,0
9,2024-05-01,31846.0,5,2,17,29444.0,29616.0,28479.0,29179.666666666668,0.4999999999999999,-0.8660254037844387,0,0,0
9,2024-06-01,28644.0,6,2,18,31846.0,29444.0,29616.0,30302.0,1.2246467991473532e-16,-1.0,0,1,0
9,2024-07-01,32594.0,7,3,19,28644.0,31846.0,29444.0,29978.0,-0.4999999999999997,-0.8660254037844388,0,1,0
9,2024-08-01,32115.0,8,3,20,32594.0,28644.0,31846.0,31028.0,-0.8660254037844384,-0.5000000000000004,0,0,0
9,2024-09-01,32923.0,9,3,21,32115.0,32594.0,28644.0,31117.666666666668,-1.0,-1.8369701987210294e-16,0,0,0
9,2024-10-01,35914.0,10,4,22,32923.0,32115.0,32594.0,32544.0,-0.8660254037844386,0.5000000000000001,0,0,0
9,2024-11-01,33213.0,11,4,23,35914.0,32923.0,32115.0,33650.666666666664,-0.5000000000000004,0.8660254037844384,0,0,0
9,2024-12-01,37309.0,12,4,24,33213.0,35914.0,32923.0,34016.666666666664,-2.4492935982947064e-16,1.0,0,0,1
9,2025-01-01,32477.0,1,1,25,37309.0,33213.0,35914.0,35478.666666666664,0.4999999999999999,0.8660254037844387,0,0,0
9,2025-02-01,32327.0,2,1,26,32477.0,37309.0,33213.0,34333.0,0.8660254037844386,0.5000000000000001,0,0,0
9,2025-03-01,31637.0,3,1,27,32327.0,32477.0,37309.0,34037.666666666664,1.0,6.123233995736766e-17,1,0,0
9,2025-04-01,37731.0,4,2,28,31637.0,32327.0,32477.0,32147.0,0.8660254037844387,-0.4999999999999998,1,0,0
9,2025-05-01,42204.0,5,2,29,37731.0,31637.0,32327.0,33898.333333333336,0.4999999999999999,-0.8660254037844387,0,0,0
9,2025-06-01,32153.0,6,2,30,42204.0,37731.0,31637.0,37190.66666666666,1.2246467991473532e-16,-1.0,0,1,0
9,2025-07-01,43754.0,7,3,31,32153.0,42204.0,37731.0,37362.66666666666,-0.4999999999999997,-0.8660254037844388,0,1,0
9,2025-08-01,40164.0,8,3,32,43754.0,32153.0,42204.0,39370.333333333336,-0.8660254037844384,-0.5000000000000004,0,0,0
9,2025-09-01,37499.0,9,3,33,40164.0,43754.0,32153.0,38690.333333333336,-1.0,-1.8369701987210294e-16,0,0,0
9,2025-10-01,41210.0,10,4,34,37499.0,40164.0,43754.0,40472.333333333336,-0.8660254037844386,0.5000000000000001,0,0,0
9,2025-11-01,36182.0,11,4,35,41210.0,37499.0,40164.0,39624.333333333336,-0.5000000000000004,0.8660254037844384,0,0,0
9,2025-12-01,44058.0,12,4,36,36182.0,41210.0,37499.0,38297.0,-2.4492935982947064e-16,1.0,0,0,1
